PK_TEMPO;DateKey;Promised Delivery Date;Actual Delivery Date;Invoice Date
015cec1b1abe5f8254e446379193b46751299d8135de49f2cc9822a1f444739c;02/03/2017;02/03/2018;02/03/2018;04/03/2017
4ac7a5a409eac50a9d5cc2e21bf953f7f9842950bf5c42f4a5cdfdd1f2ea523d;25/04/2017;24/04/2018;24/04/2018;27/04/2017
90115fb0cd0cad1fd392cf642d292ffa4817c01770a073516dde9040863a2f47;23/05/2017;17/05/2018;17/05/2018;25/05/2017
a53a9821c6b4b13c8991922c4bc01072b773bc9121436c702a7348b12ce1d193;23/05/2017;22/05/2018;22/05/2018;25/05/2017
e3e6fe98e5dc120ed82f75ed24c11b43d4e02e08aadf9e4b9adae55892e566bd;25/05/2017;24/05/2018;24/05/2018;27/05/2017
b1f0fc114b8752d18be222d65607ea9578758a02c7c59532b287b110b0214f7b;12/06/2017;16/05/2018;16/05/2018;14/06/2017
04a39b89fa7d45a7759490fbae3d54fda2974f1d4867758b9d1face042fd88ad;29/07/2018;27/07/2019;27/07/2019;31/07/2018
7249d92bc2594c1b14b956a2f44e5ad1d17a357604f792e00a951e25cc15ae99;21/09/2018;22/09/2019;22/09/2019;23/09/2018
d71da8c50883dbfe3b2a3131e1c802734d7049ae3f2c59421004413adac83f0e;20/01/2019;19/01/2020;19/01/2020;22/01/2019
19df834627a094f873291f82d1c771d6fd9dad7a7953ec8931848decd44dfb84;17/03/2019;25/03/2020;25/03/2020;20/03/2019
1098d0a697d7eb893217df9b48f46416e17a1801d142fc9dac6e7984aca2c48e;01/09/2018;01/09/2019;01/09/2019;03/09/2018
eb81a7b8a1e06fe366a67e203256e2301c851efa3cf0d37ff6ffec3367d553af;29/01/2018;28/01/2019;28/01/2019;31/01/2018
397f58ae5cb53953d0fcb969a60f5d68f09b66de0873328eb68e3d21636341db;15/02/2017;16/02/2018;16/02/2018;18/02/2017
5836df6bbeca03fa275b95802deecfe3166b091cde9bdd0169f7b171ca4b22e8;10/03/2017;09/03/2018;09/03/2018;12/03/2017
31d8490af36529c87f0bfe3ad9ea057c727a150af4dbff7d92a8263fa8ae36ff;12/04/2018;12/04/2019;12/04/2019;14/04/2018
1d3ddac921fa5ace567c9b536ccca28f749ad6fdecd3174fd82847fa62b80dec;03/08/2018;02/08/2019;02/08/2019;05/08/2018
4026b1d528c4492f5b93cc190f90b1fa9291cee61e54c0afd7493f487ec314d4;05/08/2018;06/08/2019;06/08/2019;07/08/2018
47de747fcf3b8036ce28e2ef8fe7e6668bc44206dde22b5b3c102ebac4418a65;03/11/2017;03/11/2018;03/11/2018;05/11/2017
d5cbf1146f51012d8cb9a7332f2ffcfda11a9f1c0f6ed84f788e96a442d65a77;20/01/2019;14/01/2020;14/01/2020;22/01/2019
4dd33b97a28bf9bc5881593d9f732e2b747413903c33db56ed2102ced75cd0cb;28/01/2019;28/01/2020;28/01/2020;30/01/2019
d50985404588cc80892024429ab8e2ac7f86f23534818eb56106bee24a4674a9;02/02/2017;02/02/2018;02/02/2018;05/02/2017
280de3f47e353e78453ec4dff0709eff8ff8f510b4ec5db737fad86f5a8117df;02/03/2017;03/03/2018;03/03/2018;04/03/2017
4e735495e701e63a157b7ec728704ecc19ac29e63b733570b15318f7551ae5e8;03/04/2017;30/03/2018;30/03/2018;05/04/2017
550c197029b15ba8fe257e201317da51fff76c6f09db68e04c523c2723af9bbe;14/04/2018;13/04/2019;13/04/2019;16/04/2018
fcebefb8be622bb0d4f93b417396742ee5caef2fd7d79d89a585d11c5dc0b96e;10/07/2017;29/06/2018;29/06/2018;12/07/2017
b5a1e749ac567749a32c64703d56ebd5bb8257880a926f579325b103561771b0;14/07/2018;13/07/2019;13/07/2019;16/07/2018
f86254f39a9e14475ed7cc468e71e32858d15193f58c33cfba5a9da145675249;29/11/2018;29/11/2019;29/11/2019;01/12/2018
18c9405cf18b1db0d7ec6084184ef42fd681a18f5c4ddc74cb8037d7a6b72f55;15/12/2018;15/12/2019;15/12/2019;17/12/2018
71a468ed52b3085622f20a4aed76ce96f76bec08b657abfc2c0d49fa9ae23543;17/03/2019;17/03/2020;17/03/2020;20/03/2019
24bd878e9aa2a5d1ac48b71ea3c3abdff991b943a899d56308dce2eebad38d96;23/03/2017;22/03/2018;22/03/2018;25/03/2017
c1747766589934f0b85275196ba4f5a198b7fec59bc80de9429d2a0792424796;05/04/2018;05/04/2019;05/04/2019;07/04/2018
ef5bf9dc42a365805d6c0fd7c739f5a4f90f0a158a98baf19e73494999273db6;09/06/2018;09/06/2019;09/06/2019;11/06/2018
7140835da6cda959cc83da1b819eb44193eed44918c00120b4b72dce6a4f758b;24/08/2017;24/08/2018;24/08/2018;26/08/2017
324938f77d72dcf2eae4968f4e6200d8865331eb40936abfdadc5638ba963a30;23/08/2018;20/08/2019;20/08/2019;25/08/2018
c9c61af13bec509c6f7640b93bce1e2e08a40efb459de330c6e316292133de55;26/09/2017;25/09/2018;25/09/2018;28/09/2017
58e0799a4d91d21cf9c7ff653ad861256f6432a8a7dbc17897defa1ba00b4dd0;22/10/2018;22/10/2019;22/10/2019;24/10/2018
fc4879df5509b57054f8b06f8cf0f8476515004a32342d9a95d427a6ce0ff28d;04/11/2018;04/11/2019;04/11/2019;06/11/2018
e547a37f73c2eef344a812e7c88367b28a6a2194dc26b27a46464c26d756b9fa;06/03/2017;06/03/2018;06/03/2018;08/03/2017
a5d335cc615836123d2902f5ea2a3083e6f15bc2acb77aa2f9f98b9d4cb9338e;22/04/2018;22/04/2019;22/04/2019;24/04/2018
76bfd11c019f88b562fb4ffa370c303bfa2eb8661a79b0f35034fd2317aa856a;17/05/2017;16/05/2018;16/05/2018;19/05/2017
68e2f0b34610f720dad84436372a4d16b4b1b42493d22dfc0845e91461e28daf;04/06/2018;03/06/2019;03/06/2019;06/06/2018
efbae5262bd35728667613d0ecb0dd4628c8038e5ddb5ce609d8b377eb5263a6;05/09/2017;04/09/2018;04/09/2018;07/09/2017
b6ccaf72ef575b9a7e4ceb98cc2dacabc38340e7273e47a80d908c95bcd2c566;16/03/2019;16/03/2020;16/03/2020;19/03/2019
27f260041403ebf347be34df030e4999efc2259818fde54572424ceeba1db001;26/02/2018;25/02/2019;25/02/2019;28/02/2018
60dfdfb3764f356e28869971be000588732a21664f38dc4b2291b28873baf627;09/03/2018;04/03/2019;04/03/2019;11/03/2018
0d067edf15f43ea88b920b3fe6e1c885089508a36e23cb366c09098d56cc79b4;25/05/2017;25/05/2018;25/05/2018;27/05/2017
32779c26ba27b086280861920669267ea0cbace8a1a43d46f38fa994aae0eea4;20/09/2018;21/09/2019;21/09/2019;22/09/2018
c3b04e5044b080875f92aff90911255d8dcb79f777e57f653320bfaa6679e507;10/11/2017;09/11/2018;09/11/2018;12/11/2017
3dc773327d00b6ce2a04545dade54feea0e8c9cafc062fc1292db07a80a624e0;14/12/2018;14/12/2019;14/12/2019;16/12/2018
7a37fe41bdb6d39be6cfb0ebc634fb3856dec9a6a614662323fddb0d44e86787;09/05/2017;08/05/2018;08/05/2018;11/05/2017
ba3739e70d1df3ee754fe66efbacabdd16c17dd96bd226ae5e619e29e33dec6f;02/06/2017;31/05/2018;31/05/2018;04/06/2017
fa1fe3e2fa01ac235f797ce74649c81caceb8cb0f228f8ceb4934f86af54fba8;28/10/2018;28/10/2019;28/10/2019;30/10/2018
7795f62b7ee038f265f80ada75718a8cb0a517aa3f0ac9dc926588bca4c7dfd6;28/06/2017;23/06/2018;23/06/2018;30/06/2017
4dcb0d4bd678dff40f1d1c9ed91cd0c7b5c4bcd38d97080c11b2f3ab82561f56;16/11/2018;11/11/2019;11/11/2019;18/11/2018
22a2f0f6e3c7c9ec64d91daeea84f693cb5748706efd5d0dfc538eaefdac98d2;12/12/2017;11/12/2018;11/12/2018;14/12/2017
f88287204aa6754549ea6c4c8026066743202401886b63b0d56c9934b3e17f41;16/02/2019;17/02/2020;17/02/2020;18/02/2019
52404dcbf0f69ce839e7e011ed2dcbcf2dceec942c4f641faf09c1f894b10ee9;04/03/2019;02/03/2020;02/03/2020;07/03/2019
fbd350fe10127f601cdd255d411c72fe21e4bfa8b4acc820442d4302fb874949;15/04/2018;14/04/2019;14/04/2019;17/04/2018
593a710c68a2605f0e9a6d733b224a09de23d3b2c8db27e15ea26ef0cba99b90;30/05/2017;30/05/2018;30/05/2018;01/06/2017
60fdb85fdddfe7f4c4a4f3b999632c4c63bbbb4289b9c81c5a9ab98a0db76645;13/06/2017;13/06/2018;13/06/2018;15/06/2017
fefc0f26dcace7694480f6b7971a0a38a71b695f38582604560ac06d22f20b68;21/06/2018;16/06/2019;16/06/2019;23/06/2018
3e985865f75c6059c2e6d109e8d6dba94d8becbcdc6615a568ad392afca17630;22/09/2018;15/09/2019;15/09/2019;24/09/2018
86a655836e1f87614004c046f40fd88d4d06cc508726b112da6299bc21cad4da;22/12/2018;23/12/2019;23/12/2019;24/12/2018
b6ced01fb6d1e138471a1921699e0533b1430bb347c415622b7660f04bbe239d;10/11/2018;29/10/2019;29/10/2019;12/11/2018
116ec3863fda4cbc0b4cd84169a885e6726b3a15b8258fe1c2e48e0c6754a0fc;01/02/2017;30/01/2018;30/01/2018;04/02/2017
708acc6fa4ae106ba8fb0d3a9e8b446e992c9ee248d91368da30bc6b03c70788;20/03/2017;16/03/2018;16/03/2018;22/03/2017
b43154109089b24242c435d1a413e8cb4f197b9b663f5c06ea5e4d09a4eab6e6;23/03/2018;22/03/2019;22/03/2019;25/03/2018
cdd668a8fb992ceda8b33773ae5075e1b0e086dec42f9c0567f056bdf7691e7c;04/04/2017;03/04/2018;03/04/2018;06/04/2017
f27a4a92463184cd7cb7e7269813132dba377c73d838e7e8090bb97af9897255;26/04/2017;20/04/2018;20/04/2018;28/04/2017
b696b17ef5e505999ca30ec7b33f885c4296f7b59d5e13dff0fcfbc6823330ca;22/06/2018;21/06/2019;21/06/2019;24/06/2018
cd72822e00ee2d9bd9a840bffca6fd74a23b09693be0739bfc4c3b96b9a46216;10/08/2017;10/08/2018;10/08/2018;12/08/2017
23bae5d38f2baf9643df725f82e8569161fb18bbe8e30e90eb8d88edd3b93dda;29/09/2018;27/09/2019;27/09/2019;01/10/2018
7050ac6d02f0fc89b0fdd9e349746ce5d2af98fb6bb8df3f7da9352ed4af5f28;15/11/2017;15/11/2018;15/11/2018;17/11/2017
1f2408a8ec81a82ec63b18c05f1cf1ececa891fdadb0a429211366c3c4e54376;26/12/2017;25/12/2018;25/12/2018;28/12/2017
301894260900a687582b046dac19b687f650016cd035465e5de7d4f2451fe375;01/03/2017;01/03/2018;01/03/2018;03/03/2017
6baed15d45e2e8e839ae580de8f8e8b85a247d44246fa4d85b93b83d30366d27;21/06/2018;21/06/2019;21/06/2019;23/06/2018
88c609f139e17847e80ea1622f42018b45169e666df54d6c43d5791052151228;28/06/2017;11/05/2018;11/05/2018;30/06/2017
94991dd57a5fb6f373b0233b48d6e2b89adbb72db9d96d8dc09c440740e0ff67;07/07/2017;07/07/2018;07/07/2018;09/07/2017
5c35f97b1c450a89597b3f8f986ff1238b3945ede7ce0d4078ec055e0b65045b;20/08/2018;20/08/2019;20/08/2019;22/08/2018
8b98e75b565279c2b7d634c47609e8383613123b86c27555656aaf3329fb9b17;23/09/2018;24/09/2019;24/09/2019;25/09/2018
374cb94489e47e405fc3371798f547e8f9d1d9bd31b02a56f603dfc73b7ddce4;19/10/2018;26/12/2020;26/12/2020;21/10/2018
ef00b8ff4f4eb898c86dfade7c029c826e275031830f2afb1d882bcd9217874c;25/02/2018;25/02/2019;25/02/2019;27/02/2018
5144757bdfd467d90a6d9f315819355c240e663ff8438c441e37dafcc936f596;08/03/2018;04/03/2019;04/03/2019;10/03/2018
3d327a5cb862a7c9ac4f202b822152c2b5380f02ef29d0346a97353f28c78f11;19/03/2018;19/03/2019;19/03/2019;21/03/2018
777fe5b0bf2b777c624585f88d44a4fa48c5d85340b74a781f72011a9d9c00c7;06/05/2018;06/05/2019;06/05/2019;08/05/2018
215da32a308dea7179b1475d79453b3610d86cfeb3a158c548b50c2f94b754d4;02/09/2018;02/09/2019;02/09/2019;04/09/2018
dfb03ed6c294a7f81fd3c21fbd3b4a2e357e96d24a4c957d62a9f218cec62127;25/11/2018;02/12/2019;02/12/2019;27/11/2018
0d66f522bdbb512b23b1a84f58431b2e265a59fd78a5c1bf508fe24e32a96088;06/12/2017;07/12/2018;07/12/2018;08/12/2017
a025c89a360c9e4361183f14f611c48cde93bdac804fb7afb777aa2f82947bad;15/01/2018;15/01/2019;15/01/2019;17/01/2018
91ab21e8e184d4870dbd91062b2614556123ccce350c94a5e62cbb39324f4986;04/03/2018;02/03/2019;02/03/2019;06/03/2018
bd301fb2c41ba10b6b824c84503056f8bc7e5fcbee01023268e5f11ac9e7367c;17/05/2018;14/05/2019;14/05/2019;19/05/2018
0fb27688ce2b64e17c95249323e27882404ca01d27e732073beae98041554c83;31/05/2017;29/05/2018;29/05/2018;02/06/2017
2a757763817944273b62172537801d506138a8177fab346bc8c751d97589e6a0;19/09/2017;19/09/2018;19/09/2018;21/09/2017
9b6849db0f865edd18c64a4706fa900474c18695f21aa81eacc5bda3184efb3a;16/11/2017;16/11/2018;16/11/2018;18/11/2017
6c4fe32cb0d23444690c21b0cffdd6cc88ae42fa0f2ee1bc33978a9d42cb3c0c;02/12/2018;03/12/2019;03/12/2019;04/12/2018
f9ec49fea1a04d26243b7362a16e4862a88905434fcba4a8789369d25e7abb81;04/12/2017;05/12/2018;05/12/2018;06/12/2017
315e97870f49901016ee77f860b98416131f4ebc72554c29c3972062fd9a541c;04/03/2018;04/03/2019;04/03/2019;06/03/2018
2be78b1b0a9558766106cfd94e1f38948cceb10df520afac2c8a16fe040e33e0;10/03/2018;09/03/2019;09/03/2019;12/03/2018
d9fcde3afba4115671e40eb987f8ee6112b7062d85b2ee0f79f1344c2cef1528;18/03/2018;17/03/2019;17/03/2019;20/03/2018
89e3780f92326e95f84b628a0eacbb90e7662006b7bc2be5cf1268c18bc3be98;02/06/2018;02/06/2019;02/06/2019;04/06/2018
98e88eec4b3d5be5b6326398d157994b740f4f6716dfbbac1e9785de954e8ae9;17/07/2017;17/07/2018;17/07/2018;19/07/2017
bc783c9c2330419cd7e811f9843c95d9d9f5a53021d6e517409ca3ce06f6cb64;21/07/2018;19/07/2019;19/07/2019;23/07/2018
4ba061c71c7a3f9899b8d5848c522f8c175bb574f1f2f9a65329324a8093912b;28/07/2018;22/07/2019;22/07/2019;30/07/2018
6b80e52f76cd283191ca908768999e9a7186e9fc7e9185927933f0ad8a7ae658;04/08/2018;04/08/2019;04/08/2019;06/08/2018
9de0a4e76121798952772f4bb878024667f9775a6d6b4ffb4fd58207bca619d4;17/08/2018;16/08/2019;16/08/2019;19/08/2018
0f6e570726913d047496c3f649ce1d048022b2c0e195c76afe8dfb259794a1d8;31/08/2017;31/08/2018;31/08/2018;02/09/2017
d4df715d703d038bc0815dabfe8bce1d0c062c535af3e0ff00b0f03f9dccd776;28/09/2018;28/09/2019;28/09/2019;30/09/2018
125c0c970c321742c1ae924a21511fc2fb84d3108b3aebef9f7b00c55a93f3ed;24/11/2017;22/11/2018;22/11/2018;26/11/2017
faeef37989aaa344d8348c7f2c710f92005aab31c0c367c6642cfbd7bebd992a;15/03/2019;14/03/2020;14/03/2020;18/03/2019
7876ae4f0a363c5aa6867af4c853bb889e4ffaa9f52c53f1d995f17b0af57c41;15/04/2018;16/04/2019;16/04/2019;17/04/2018
89ba5ca98aa8322d08e0f9e6ecbe5028a6cf32fb942977412ca4ff29d693b023;24/10/2017;23/10/2018;23/10/2018;26/10/2017
0520481bdaac2047ea83f8de85c4f77bd6b6b0170bd844065445652610ebc16c;04/02/2019;03/02/2020;03/02/2020;06/02/2019
c4a21d7f83a01d0f1d755bd865c87497e5ce49c4fef12c0317722ebf974f884c;23/02/2018;22/02/2019;22/02/2019;25/02/2018
818ceaedf71707d4120e3ee69be7cd538a0c390fc220c892a245a077f1fd4fd7;06/03/2017;03/03/2018;03/03/2018;08/03/2017
60d97d473377f89bd781a47aa7c9a3f3dc7aab9812d65ce12ee2e7d09d5dae3f;27/04/2017;26/04/2018;26/04/2018;29/04/2017
02b9c9b6eb06ad662c90e54926543c13f0bfc8ea17cd2b2abc6486b35636ebf6;15/05/2017;11/05/2018;11/05/2018;17/05/2017
999933e5e56b7a3c9f2b27fa2e047a383ea8bb9ea9ae09db29e3764ccf09e8be;30/08/2017;30/08/2018;30/08/2018;01/09/2017
80aa3f970c5fdf8ca788b1d4e3cdfb2d7d1d986d7692e6d0cfb743590b77fad9;21/09/2018;20/09/2019;20/09/2019;23/09/2018
d70f562c174cee15f1769d4ac3ff7f02bc75a147aeb4067e1a8700105fb7de68;24/10/2017;24/08/2018;24/08/2018;26/10/2017
e24efe26488c54040996b3a963164d893a6c3e9e207930569461b3c39cd638dc;26/11/2018;26/11/2019;26/11/2019;28/11/2018
0d4add5681b8640c00eb148b93d65a984289bdc633b1abf9ec53b1e52c847f9d;19/01/2019;19/01/2020;19/01/2020;21/01/2019
d1e3f775cee1b0266db0f63620ccc1e8ee90e310ad057011ceaaa778caceebf0;22/01/2019;21/01/2020;21/01/2020;24/01/2019
5cce8b14d8f617b7010a03d24843685b568c1b60c2fa9764c81af87b11ce3e60;11/03/2019;11/03/2020;11/03/2020;14/03/2019
6b88007a3ec9c6e81b3aec07d112434b52cc4234b22de936676f96b179dd95be;31/01/2017;29/01/2018;29/01/2018;03/02/2017
bd5f0c8bd86901c6eaea551f7d4fa09a1d7cdd6d359b20dc34df2a809e0d8289;27/02/2017;27/02/2018;27/02/2018;01/03/2017
6b1ce9265f56daf53fb3763007d907d2f5d405603e21cb99a3c43e6600b0d9a1;31/03/2018;30/03/2019;30/03/2019;02/04/2018
79aabcea2f8f45937328525d2c6e2d5a7196040ecf9e6af2993a5c2fb864a0b6;06/04/2017;06/04/2018;06/04/2018;08/04/2017
db5c61ff71f97912f04668c11e2e1910d83c98f05f7842515423fef0413626d3;11/05/2017;09/05/2018;09/05/2018;13/05/2017
a571200431e08fc67fd701778fcb69bbbc8e64b001b1b85f60c8be0583de7b45;22/05/2017;23/05/2018;23/05/2018;24/05/2017
567cabd89575c906957b7e9a8605dc835a2be8ddf7979786b4d35611a2071991;16/06/2017;15/06/2018;15/06/2018;18/06/2017
72a9c265e0f6fd446e9629bbcd88bc9a0eeedcd5620419da59fa51eb99592015;06/09/2017;06/09/2018;06/09/2018;08/09/2017
91ddeb6fd9be3fa4d18baa3bdb35c6d4d78100ad26e2c1e69071293bb39561bf;07/09/2018;02/09/2019;02/09/2019;09/09/2018
b5248735d586335ca923b490ff6a8aa5a8897b2c448c58d8727415ed522620d0;19/02/2018;19/02/2019;19/02/2019;21/02/2018
d4ee931349537f4ed74942dc380b0d6eb3ccc34f34dbdb6ee0dc837ee0cb4c13;19/02/2017;19/02/2018;19/02/2018;22/02/2017
d8666eaf821f44353d4ef8685365e29b4296b82bb374fc3135f6918a2388b7cf;25/03/2018;25/03/2019;25/03/2019;27/03/2018
b9575c47897772c40ca779de487bb6f1de81c044b31521e985e79c5ea60437ab;18/04/2017;18/04/2018;18/04/2018;20/04/2017
eb8671ff820aa8f6667396b9088cd5b3cee6de8bc676399f25da8aaf208d05e0;18/05/2018;14/05/2019;14/05/2019;20/05/2018
b645bebfc44e291f7ec2150600094994f7d2740a449a64a2d029d9922937e3d4;21/05/2018;20/05/2019;20/05/2019;23/05/2018
417e190efc374de46a754f4f93da22dcdbaf1cfd339cda4af0c458b945cedcd4;07/06/2018;14/06/2019;14/06/2019;09/06/2018
d1cbef8052349816350825c874fc14fc13d565624282e588e79f9b14d304fb53;15/07/2018;15/07/2019;15/07/2019;17/07/2018
d1d4c329261fbf2ab2ce6255d95388c358a0120d9ee64f62e4241f74ce8b694e;28/09/2017;26/09/2018;26/09/2018;30/09/2017
6b9bf33188f70611e090bc44bce48b653b9ebb6f4573e3a454f44797d3f87c0e;02/11/2018;01/11/2019;01/11/2019;04/11/2018
741de3096610e14f14457e9456d0667bc2a223a3ca7fe9c2cab96e31f32389cc;25/11/2018;01/12/2019;01/12/2019;27/11/2018
8fb40d20b157c66c74e7cf41a2ad408a5b870568d4afb1f5cfe1f79e4476eacb;26/01/2019;26/01/2020;26/01/2020;28/01/2019
29e5f84e21b933c1426690c6b3e1217c86c5b5a95c9cad7d970e4a1d3e4f6109;24/05/2017;23/05/2018;23/05/2018;26/05/2017
40a2a3c7edda9dc6841ba8b6e3c567d030515b440476ebf6cb7ea2b419707e4d;26/05/2018;20/05/2019;20/05/2019;28/05/2018
366fdf90341d5acdaccb40a241db92cfd07bf42e3ec6abeffc02626789f65351;19/10/2017;19/10/2018;19/10/2018;21/10/2017
8348fe4e570c64b8ab58cb3029a538495babbc854ad61f0d37b0bd1b27842707;24/10/2017;24/10/2018;24/10/2018;26/10/2017
591ddf139bf16fd315f600297b54e02ef7243589a38a260dcf23f8b3097778ff;22/11/2018;22/11/2019;22/11/2019;24/11/2018
bb3239a5e0c06d923505a89a0e6b9f307364e49984dec3805225fdce83edcf73;28/05/2018;26/05/2019;26/05/2019;30/05/2018
0576e4e95c5f7a7e62dd5be8b0665a2e5026495d27c5523d99edc56b6914ead3;02/06/2017;01/06/2018;01/06/2018;04/06/2017
b496ba9582ca1db0fd22ccb9c874eb800c13ece98e62e72f23a2ba9341302057;11/06/2018;14/06/2019;14/06/2019;13/06/2018
c7292200dc3a1b03f5e27b77a568212c3d5fc0699557ac6ce3901f9b4128fd61;25/06/2018;14/06/2019;14/06/2019;27/06/2018
06a12e34e1a5186d49040928941be1205078084ab6f415d98495fabfd72ea17b;18/09/2017;15/09/2018;15/09/2018;20/09/2017
402324a3cdc443804d99ffe04cb5e7a102afd561a051733a95a01bd90bb58d53;13/10/2018;12/10/2019;12/10/2019;15/10/2018
7b939c09a675068cd2e022610fc91e2512c358f841224b533ca848123c5c2b41;09/02/2019;09/02/2020;09/02/2020;11/02/2019
99060c060a5f111efee786a7bd4d94bd2d03dc046cf3066d34411048ed15f4dd;16/01/2018;19/01/2019;19/01/2019;18/01/2018
6ae859230bf4bf083aa94d82a65be635d5d7d2d8e4e83d7f81deb75cc76fc526;28/09/2017;27/09/2018;27/09/2018;30/09/2017
6c6a70df2405a20954211f313053e46607eace79761e57bce18e8e723b1f7001;21/12/2017;21/12/2018;21/12/2018;23/12/2017
14dd35e504e60b0e7e3110f40834f2a978c49db826cdf48bb3dc8408aa79fdc1;16/02/2019;15/02/2020;15/02/2020;18/02/2019
8e578fa7ba17511b2aeb390c35649c7fbcc31d79efc64382495bf822de4ca2dc;26/01/2017;29/01/2018;29/01/2018;29/01/2017
61f4f5c4955fed6356fd2a7d5ca22db7796b7850651cb71f43ae4dc0eff37efa;07/02/2017;06/02/2018;06/02/2018;10/02/2017
d2d8030d1cd101d375dddf998f23c22ce7826aa335a2ec7f63438b75e41fa01c;15/03/2018;12/03/2019;12/03/2019;17/03/2018
a9aa9de8ffc0b1a1a65ec3abe277fe649e0b38bc962c32593574233049536abf;23/04/2018;23/04/2019;23/04/2019;25/04/2018
02de0e5dfdd196b38a1d0d1154f4e4e0ecb4b913f31f7b9b15d565e27939448b;11/07/2017;11/07/2018;11/07/2018;13/07/2017
6a51126e179e302242f12e3497a1703e823714255b3861744422c74bff418c90;09/08/2017;24/07/2018;24/07/2018;11/08/2017
c1d3cc524d6a74de6e4d2c5826f6e47236c5e5d8c73cf0123e221d1b55c27dd7;21/08/2017;18/08/2018;18/08/2018;23/08/2017
3680e937fcd54242ae69f0e62eb63ab3b2df0efba201d0577fa872e024294345;06/10/2018;28/09/2019;28/09/2019;08/10/2018
cf2ac768900df1de6e43a4c6425c5f56ecc218178e978b6c4498ef92bff4555c;12/12/2017;13/12/2018;13/12/2018;14/12/2017
be67b32c8ee90357993ade0ed160182e29be1b441a6ed1cd82a7e5f3edfe1949;25/05/2018;26/05/2019;26/05/2019;27/05/2018
bbc6bce5bd3336d98c0a8a89dd163c6ac372b8d3afc8da48455bf33ba3f5dea4;15/03/2018;15/03/2019;15/03/2019;17/03/2018
c14f66f9af9b562972ecdaec168ff1b1feaeb0938481cd8a29597d4f4946df8b;05/04/2017;29/03/2018;29/03/2018;07/04/2017
88faaa8d81aa2813ab7bc86815c646b1e34433eb8bf65c2260942b64c7303bc4;26/04/2018;26/04/2019;26/04/2019;28/04/2018
9ee4708351c625308e3a2744eb2fe0bc1feade7f480cd496b29701b2f6ad17a2;04/05/2017;02/05/2018;02/05/2018;06/05/2017
3c2ede0ca90401064669f8e3f4826847cadae2a5276f00dd9ece93b899ba5444;05/07/2017;05/07/2018;05/07/2018;07/07/2017
2647426018c01602f990498f45711c77978a694f3750384abe2e9d9283286af9;14/10/2018;13/10/2019;13/10/2019;16/10/2018
701d91b07d4fcf480298b26d09fc9488a84e34c650b6a62db723837703af8df6;25/10/2018;25/10/2019;25/10/2019;27/10/2018
6303a973b9ade1eb366bcb2b3e899a1f49595a15e3935e6abcbc3a271fa6a92c;13/12/2018;07/12/2019;07/12/2019;15/12/2018
fa53cb647fe99bae950735f768e31bce930f0b05220155f15f2d9cda346be1a6;15/12/2018;14/12/2019;14/12/2019;17/12/2018
5f3f156c373b5cf6caf78f126ca7e3a530f07d0ffb3ba90a22f0e95f5361b37d;23/02/2017;23/02/2018;23/02/2018;26/02/2017
e532f347e8476c807ddb23609adaa80cf78dbad7fdecbb5ef7d8ca59816b0539;20/04/2018;20/04/2019;20/04/2019;22/04/2018
7e9cab0acde62ef00d794ab0e9e7d1a970f860a4cea7dc719fe059a8b1182915;30/04/2018;30/04/2019;30/04/2019;02/05/2018
edd65759e3e8d9d42c21fc5a8b7748a19c57a18a8394c433a0fca1a4cbbcdf9c;13/08/2018;12/08/2019;12/08/2019;15/08/2018
2dc1f3bab0b72b02c4bc1b45377775af1d2a50aa5437af32257836c6aef73f5b;03/10/2017;31/08/2018;31/08/2018;05/10/2017
f9a18b3a82f9cf268eb9ba48fa1a550cc87c7d74a795143627644b2751d2e1ec;27/11/2017;27/11/2018;27/11/2018;29/11/2017
e297f915a7c27767c58b8dcfef44318cf79bb0fb7ddb60198c216767aa592407;11/12/2017;11/12/2018;11/12/2018;13/12/2017
7cb30e40a0fe0df2a814d7fa7779a7f339de5e7c55b72261191c0ba434493159;09/03/2019;08/03/2020;08/03/2020;12/03/2019
536fe4bb2e45b30fd3bf7075fc748c5344da1044d40f1a17a76133731dfe13ae;26/08/2018;26/08/2019;26/08/2019;28/08/2018
1994cdbaed43a32adf3afee84fc6c34fd7a864a4c895bd30c20c806ac8f702f2;01/06/2018;27/05/2019;27/05/2019;03/06/2018
ff4941e5c4c2d32477c86cb84ae0f4935d75c37c3cd604ca576db28d0367a3cb;11/10/2018;07/10/2019;07/10/2019;13/10/2018
228b3a801ec7be4764a5d346cac4528716541cd43d2563002467fe05632cfd32;24/11/2018;25/11/2019;25/11/2019;26/11/2018
9faba9626aabe97125732dab4d7178a5939085b557b478c8407719b0e4768856;03/05/2018;03/05/2019;03/05/2019;05/05/2018
df0ffdd8286438ce666db97d99f34107cc268d81de2d1c1cf7b99604df37dbd6;20/01/2018;21/01/2019;21/01/2019;22/01/2018
7bd7913d30515198fee949056789505a6a926bb11593cfd1a056b24c0157ff61;27/01/2018;26/01/2019;26/01/2019;29/01/2018
49f617250e8ead6c82ad175476cac50c2f6c2f2b99eaff935e877f0a7562fc53;15/06/2017;15/06/2018;15/06/2018;17/06/2017
570290e915477ef4ebdf57bbb548daa2180c76edb7fb3812191b443724555bbf;25/07/2017;24/07/2018;24/07/2018;27/07/2017
cfd00503ba1f4eac0a5df245942f680b29f904b573fadae1b4b52467df3af393;16/08/2017;15/08/2018;15/08/2018;18/08/2017
